date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,life_expectancy,human_development_index
2021-09-11,41.0,15.0,47.0,1.0,12.0,10.0,92025.0,0.0,357.286,1158.0,0.0,5.857,6931.411,0.0,26.910999999999998,87.22200000000001,0.0,0.441,0.91,,,,,12073.0,0.909,0.0296,33.8,samples tested,,,,,,33257.0,,,,,2505.0,17569.0,0.132,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-09-12,22.0,3.0,36.0,-12.0,3.0,12.0,92620.0,595.0,407.42900000000003,1172.0,14.0,6.857,6976.227,44.816,30.688000000000002,88.27600000000001,1.054,0.516,0.96,,2582067.0,194.484,,11987.0,0.903,0.034,29.4,samples tested,,,,,,34670.0,,,,,2611.0,20163.0,0.152,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-09-13,39.0,9.0,41.0,2.0,-2.0,12.0,93079.0,459.0,419.14300000000003,1175.0,3.0,5.857,7010.8,34.571999999999996,31.57,88.50200000000001,0.226,0.441,0.95,11795.0,2593862.0,195.372,0.888,11931.0,0.899,0.0351,28.5,samples tested,2822493.0,1822054.0,1000439.0,,,36084.0,21.26,13.72,7.54,,2718.0,22756.0,0.171,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-09-14,39.0,6.0,38.0,0.0,-6.0,11.0,93567.0,488.0,424.14300000000003,1180.0,5.0,5.571000000000001,7047.556,36.757,31.947,88.87899999999999,0.377,0.42,0.93,10027.0,2603889.0,196.127,0.755,11623.0,0.875,0.0365,27.4,samples tested,,,,,,37682.0,,,,,2838.0,21386.0,0.161,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-09-15,36.0,4.0,36.0,3.0,-7.0,10.0,94055.0,488.0,424.85699999999997,1184.0,4.0,5.2860000000000005,7084.313,36.757,32.001,89.18,0.301,0.39799999999999996,0.9,,,,,11757.0,0.8859999999999999,0.0361,27.7,samples tested,2882134.0,1827371.0,1054763.0,,,39280.0,21.71,13.76,7.94,,2959.0,20016.0,0.151,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-09-16,38.0,2.0,30.0,3.0,-7.0,11.0,94478.0,423.0,417.57099999999997,1193.0,9.0,5.7139999999999995,7116.174,31.861,31.451999999999998,89.85799999999999,0.6779999999999999,0.43,0.86,,2629919.0,198.088,,11891.0,0.8959999999999999,0.0351,28.5,samples tested,,,,,,51165.0,,,,,3854.0,18656.0,0.141,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-09-17,33.0,3.0,27.0,1.0,-7.0,12.0,94893.0,415.0,409.714,1199.0,6.0,5.857,7147.432,31.258000000000003,30.86,90.31,0.452,0.441,0.82,14495.0,2644414.0,199.18,1.092,12229.0,0.9209999999999999,0.0335,29.8,samples tested,,,,,,63051.0,,,,,4749.0,17296.0,0.13,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-09-18,38.0,13.0,37.0,2.0,10.0,10.0,95117.0,224.0,441.714,1206.0,7.0,6.857,7164.304,16.872,33.27,90.837,0.527,0.516,0.79,9244.0,2653658.0,199.87599999999998,0.696,11888.0,0.895,0.0372,26.9,samples tested,3187638.0,1835560.0,1352078.0,,,69120.0,24.01,13.83,10.18,,5206.0,12434.0,0.094,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-09-19,26.0,2.0,34.0,-8.0,-1.0,12.0,95257.0,140.0,376.714,1210.0,4.0,5.428999999999999,7174.849,10.545,28.374000000000002,91.13799999999999,0.301,0.409,0.75,25704.0,2679362.0,201.812,1.936,13899.0,1.047,0.0271,36.9,samples tested,3340448.0,1836045.0,1368758.0,,152810.0,82472.0,25.16,13.83,10.31,,6212.0,7251.0,0.055,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-09-20,42.0,9.0,39.0,5.0,-3.0,11.0,95503.0,246.0,346.286,1215.0,5.0,5.7139999999999995,7193.378000000001,18.529,26.083000000000002,91.515,0.377,0.43,0.73,5447.0,2684809.0,202.222,0.41,12992.0,0.9790000000000001,0.0267,37.5,samples tested,,,,,,77280.0,,,,,5821.0,8324.0,0.063,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-09-21,35.0,4.0,38.0,-2.0,-4.0,12.0,95767.0,264.0,314.286,1221.0,6.0,5.857,7213.262,19.885,23.671999999999997,91.96700000000001,0.452,0.441,0.72,15638.0,2700447.0,203.4,1.178,13794.0,1.0390000000000001,0.0228,43.9,samples tested,,,,,,76307.0,,,,,5748.0,14269.0,0.107,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-09-22,43.0,7.0,37.0,6.0,-1.0,10.0,96023.0,256.0,281.143,1226.0,5.0,6.0,7232.544,19.282,21.176,92.34299999999999,0.377,0.452,0.71,10186.0,2710633.0,204.167,0.767,13390.0,1.0090000000000001,0.021,47.6,samples tested,3409470.0,1968873.0,1440597.0,,,75334.0,25.68,14.83,10.85,,5674.0,20215.0,0.152,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-09-23,40.0,5.0,28.0,5.0,-2.0,10.0,96337.0,314.0,265.57099999999997,1233.0,7.0,5.7139999999999995,7256.195,23.651,20.003,92.87100000000001,0.527,0.43,0.71,,,,,13002.0,0.9790000000000001,0.0204,49.0,samples tested,,,,,,72601.0,,,,,5468.0,24483.0,0.184,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-09-24,42.0,6.0,35.0,6.0,-1.0,9.0,96570.0,233.0,239.571,1242.0,9.0,6.143,7273.745,17.55,18.045,93.54899999999999,0.6779999999999999,0.46299999999999997,0.69,,2731232.0,205.71900000000002,,12403.0,0.934,0.0193,51.8,samples tested,,,,,,69867.0,,,,,5262.0,28751.0,0.217,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-09-25,42.0,15.0,45.0,7.0,9.0,8.0,96727.0,157.0,230.0,1248.0,6.0,6.0,7285.57,11.825,17.324,94.001,0.452,0.452,0.68,,,,,12636.0,0.9520000000000001,0.0182,54.9,samples tested,,,,,,67134.0,,,,,5057.0,33020.0,0.249,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-09-26,27.0,5.0,33.0,0.0,-1.0,11.0,96839.0,112.0,226.0,1252.0,4.0,6.0,7294.005999999999,8.436,17.023,94.302,0.301,0.452,0.66,,2752985.0,207.357,,10518.0,0.792,0.0215,46.5,samples tested,3740279.0,2099305.0,1640974.0,,,57119.0,28.17,15.81,12.36,,4302.0,37609.0,0.28300000000000003,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-09-27,41.0,9.0,38.0,7.0,1.0,11.0,96982.0,143.0,211.28599999999997,1258.0,6.0,6.143,7304.776999999999,10.770999999999999,15.914000000000001,94.75399999999999,0.452,0.46299999999999997,0.66,14529.0,2767514.0,208.452,1.094,11815.0,0.89,0.0179,55.9,samples tested,,,,,,55253.0,,,,,4162.0,31883.0,0.24,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-09-28,43.0,10.0,37.0,3.0,0.0,9.0,97190.0,208.0,203.28599999999997,1259.0,1.0,5.428999999999999,7320.444,15.667,15.312000000000001,94.829,0.075,0.409,0.66,8873.0,2776387.0,209.12,0.6679999999999999,10849.0,0.8170000000000001,0.0187,53.4,samples tested,3760170.0,2107695.0,1652475.0,,,53387.0,28.32,15.88,12.45,,4021.0,26157.0,0.19699999999999998,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-09-29,45.0,9.0,37.0,9.0,-1.0,9.0,97358.0,168.0,190.71400000000003,1264.0,5.0,5.428999999999999,7333.098000000001,12.654000000000002,14.365,95.206,0.377,0.409,0.65,19447.0,2795834.0,210.585,1.465,12172.0,0.917,0.0157,63.8,samples tested,,,,,,51508.0,,,,,3880.0,20438.0,0.154,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-09-30,40.0,10.0,32.0,10.0,0.0,10.0,97517.0,159.0,168.571,1273.0,9.0,5.7139999999999995,7345.0740000000005,11.975999999999999,12.697000000000001,95.884,0.6779999999999999,0.43,0.64,11085.0,2806919.0,211.42,0.835,12284.0,0.925,0.0137,72.9,samples tested,3779887.0,2116184.0,1663703.0,,,41102.0,28.47,15.94,12.53,,3096.0,16386.0,0.12300000000000001,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-10-01,41.0,11.0,37.0,13.0,1.0,9.0,97695.0,178.0,160.714,1276.0,3.0,4.857,7358.481,13.407,12.105,96.11,0.226,0.366,0.65,,,,,12513.0,0.9420000000000001,0.0128,77.9,samples tested,3805225.0,2127543.0,1686978.0,,25338.0,32907.0,28.66,16.02,12.71,,2479.0,13351.0,0.10099999999999999,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-10-02,46.0,21.0,44.0,13.0,13.0,7.0,97781.0,86.0,150.571,1281.0,5.0,4.7139999999999995,7364.959,6.478,11.341,96.486,0.377,0.355,0.64,,2830728.0,213.213,,12660.0,0.9540000000000001,0.0119,84.1,samples tested,,,,,,21695.0,,,,,1634.0,8962.0,0.068,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-10-03,24.0,5.0,33.0,0.0,-2.0,10.0,97870.0,89.0,147.286,1283.0,2.0,4.428999999999999,7371.661999999999,6.704,11.094000000000001,96.637,0.151,0.33399999999999996,0.65,,,,,13311.0,1.003,0.0111,90.4,samples tested,,,,,,10482.0,,,,,790.0,4574.0,0.034,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-10-04,46.0,18.0,44.0,14.0,4.0,8.0,97951.0,81.0,138.429,1288.0,5.0,4.2860000000000005,7377.763000000001,6.101,10.427,97.01299999999999,0.377,0.32299999999999995,0.65,,2861591.0,215.53799999999998,,13440.0,1.012,0.0103,97.1,samples tested,,,,,,9663.0,,,,,728.0,4245.0,0.032,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-10-05,43.0,13.0,40.0,8.0,1.0,9.0,98077.0,126.0,126.714,1290.0,2.0,4.428999999999999,7387.254,9.49,9.544,97.164,0.151,0.33399999999999996,0.66,7506.0,2869097.0,216.10299999999998,0.565,13244.0,0.998,0.0096,104.5,samples tested,3822082.0,2135104.0,1686978.0,,,8845.0,28.79,16.08,12.71,,666.0,3916.0,0.028999999999999998,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-10-06,45.0,14.0,37.0,14.0,1.0,9.0,98209.0,132.0,121.571,1296.0,6.0,4.571000000000001,7397.196,9.942,9.157,97.616,0.452,0.344,0.68,9113.0,2878210.0,216.79,0.6859999999999999,11768.0,0.8859999999999999,0.0103,96.8,samples tested,,,,,,9344.0,,,,,704.0,4960.0,0.037000000000000005,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-10-07,46.0,13.0,34.0,14.0,2.0,9.0,98345.0,136.0,118.286,1297.0,1.0,3.429,7407.44,10.244000000000002,8.908999999999999,97.691,0.075,0.258,0.69,7602.0,2885812.0,217.362,0.573,11270.0,0.8490000000000001,0.0105,95.3,samples tested,,,,,,9844.0,,,,,741.0,6005.0,0.045,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-10-08,43.0,12.0,36.0,13.0,3.0,9.0,98485.0,140.0,112.85700000000001,1300.0,3.0,3.429,7417.985,10.545,8.501,97.917,0.226,0.258,0.7,10466.0,2896278.0,218.15,0.7879999999999999,11065.0,0.833,0.0102,98.0,samples tested,,,,,,8133.0,,,,,613.0,6033.0,0.045,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-10-09,52.0,25.0,48.0,17.0,16.0,6.0,98599.0,114.0,116.85700000000001,1304.0,4.0,3.286,7426.571,8.587,8.802,98.219,0.301,0.247,0.69,,,,,11456.0,0.863,0.0102,98.0,samples tested,,,,,,9439.0,,,,,711.0,7414.0,0.055999999999999994,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-10-10,33.0,12.0,35.0,5.0,4.0,9.0,98697.0,98.0,118.14299999999999,1308.0,4.0,3.571,7433.953,7.381,8.899,98.52,0.301,0.26899999999999996,0.68,,2925569.0,220.357,,11344.0,0.8540000000000001,0.0104,96.0,samples tested,3888869.0,2192888.0,1695981.0,,,10745.0,29.29,16.52,12.77,,809.0,8795.0,0.066,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-10-11,42.0,11.0,37.0,14.0,4.0,9.0,98745.0,48.0,113.429,1308.0,0.0,2.8569999999999998,7437.568,3.615,8.544,98.52,0.0,0.215,0.64,13088.0,2938657.0,221.342,0.986,11009.0,0.8290000000000001,0.0103,97.1,samples tested,,,,,,30049.0,,,,,2263.0,28022.0,0.21100000000000002,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-10-12,41.0,10.0,38.0,8.0,4.0,8.0,98840.0,95.0,109.0,1311.0,3.0,3.0,7444.724,7.155,8.21,98.74600000000001,0.226,0.226,0.62,7498.0,2946155.0,221.907,0.565,11008.0,0.8290000000000001,0.0099,101.0,samples tested,,,,,,49353.0,,,,,3717.0,47250.0,0.35600000000000004,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-10-13,44.0,10.0,40.0,11.0,4.0,8.0,98926.0,86.0,102.429,1312.0,1.0,2.286,7451.201,6.478,7.715,98.821,0.075,0.172,0.6,7671.0,2953826.0,222.485,0.578,10802.0,0.8140000000000001,0.0095,105.5,samples tested,,,,,,67350.0,,,,,5073.0,65096.0,0.49,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-10-14,38.0,4.0,35.0,8.0,5.0,8.0,98987.0,61.0,91.714,1313.0,1.0,2.286,7455.795999999999,4.595,6.9079999999999995,98.896,0.075,0.172,0.59,7714.0,2961540.0,223.06599999999997,0.581,10818.0,0.815,0.0085,118.0,samples tested,4446234.0,2738816.0,1707418.0,,,85348.0,33.49,20.63,12.86,,6428.0,82943.0,0.625,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-10-15,39.0,5.0,39.0,7.0,6.0,8.0,99067.0,80.0,83.14299999999999,1313.0,0.0,1.857,7461.821999999999,6.026,6.2620000000000005,98.896,0.0,0.14,0.58,8376.0,2969916.0,223.697,0.631,10520.0,0.792,0.0079,126.5,samples tested,4646977.0,2928553.0,1718424.0,,200743.0,112118.0,35.0,22.06,12.94,,8445.0,108397.0,0.816,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-10-16,44.0,12.0,42.0,8.0,15.0,7.0,99128.0,61.0,75.571,1313.0,0.0,1.286,7466.416,4.595,5.692,98.896,0.0,0.09699999999999999,0.57,,,,,9749.0,0.7340000000000001,0.0078,129.0,samples tested,,,,,,122891.0,,,,,9256.0,118797.0,0.895,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-10-17,27.0,4.0,32.0,3.0,3.0,11.0,99145.0,17.0,64.0,1313.0,0.0,0.7140000000000001,7467.696999999999,1.28,4.821000000000001,98.896,0.0,0.054000000000000006,0.55,,,,,8979.0,0.6759999999999999,0.0071,140.3,samples tested,,,,,,133665.0,,,,,10068.0,129197.0,0.973,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-10-18,40.0,9.0,45.0,13.0,5.0,9.0,99181.0,36.0,62.286,1313.0,0.0,0.7140000000000001,7470.408,2.7119999999999997,4.691,98.896,0.0,0.054000000000000006,0.54,,2997671.0,225.787,,8431.0,0.635,0.0074,135.4,samples tested,,,,,,126442.0,,,,,9524.0,121750.0,0.917,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-10-19,38.0,5.0,45.0,6.0,3.0,9.0,99213.0,32.0,53.286,1314.0,1.0,0.429,7472.818,2.41,4.013999999999999,98.97200000000001,0.075,0.032,0.53,6811.0,3004482.0,226.3,0.513,8332.0,0.628,0.0064,156.4,samples tested,,,,,,119218.0,,,,,8980.0,114304.0,0.861,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-10-20,40.0,4.0,38.0,10.0,5.0,9.0,99252.0,39.0,46.571000000000005,1314.0,0.0,0.28600000000000003,7475.755999999999,2.938,3.508,98.97200000000001,0.0,0.022000000000000002,0.55,7792.0,3012274.0,226.887,0.5870000000000001,8350.0,0.629,0.0056,179.3,samples tested,,,,,,111994.0,,,,,8435.0,106857.0,0.805,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-10-21,38.0,3.0,32.0,5.0,4.0,10.0,99288.0,36.0,43.0,1316.0,2.0,0.429,7478.467,2.7119999999999997,3.239,99.12200000000001,0.151,0.032,0.57,5791.0,3018065.0,227.324,0.436,8075.0,0.608,0.0053,187.8,samples tested,5179627.0,3434690.0,1744937.0,,,104770.0,39.01,25.87,13.14,,7891.0,99411.0,0.7490000000000001,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-10-22,42.0,3.0,33.0,5.0,6.0,9.0,99325.0,37.0,36.857,1318.0,2.0,0.7140000000000001,7481.254,2.787,2.7760000000000002,99.273,0.151,0.054000000000000006,0.61,,,,,7997.0,0.602,0.0046,217.0,samples tested,,,,,,91462.0,,,,,6889.0,86407.0,0.6509999999999999,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-10-23,46.0,14.0,35.0,5.0,15.0,8.0,99354.0,29.0,32.286,1320.0,2.0,1.0,7483.439,2.184,2.432,99.42399999999999,0.151,0.075,0.65,,3033727.0,228.503,,7794.0,0.5870000000000001,0.0041,241.4,samples tested,5394793.0,3632110.0,1762683.0,,,94149.0,40.63,27.36,13.28,,7091.0,88457.0,0.6659999999999999,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-10-24,30.0,4.0,31.0,0.0,2.0,11.0,99374.0,20.0,32.714,1320.0,0.0,1.0,7484.945,1.506,2.464,99.42399999999999,0.0,0.075,0.7,,,,,8147.0,0.614,0.004,249.0,samples tested,,,,,,92544.0,,,,,6971.0,80244.0,0.604,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-10-25,40.0,6.0,37.0,6.0,8.0,10.0,99431.0,57.0,35.714,1320.0,0.0,1.0,7489.238,4.293,2.69,99.42399999999999,0.0,0.075,0.75,,3057175.0,230.269,,8501.0,0.64,0.0042,238.0,samples tested,,,,,,90940.0,,,,,6850.0,72030.0,0.5429999999999999,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-10-26,42.0,7.0,41.0,5.0,7.0,9.0,99474.0,43.0,37.286,1321.0,1.0,1.0,7492.477,3.239,2.8080000000000003,99.499,0.075,0.075,0.77,,,,,8934.0,0.6729999999999999,0.0042,239.6,samples tested,5627426.0,3712692.0,1914734.0,,,89336.0,42.39,27.96,14.42,,6729.0,63816.0,0.48100000000000004,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-10-27,47.0,8.0,38.0,10.0,6.0,8.0,99514.0,40.0,37.429,1322.0,1.0,1.143,7495.49,3.013,2.819,99.574,0.075,0.086,0.79,,3076863.0,231.752,,9227.0,0.695,0.0041,246.5,samples tested,,,,,,82579.0,,,,,6220.0,55335.0,0.41700000000000004,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-10-28,43.0,5.0,31.0,6.0,6.0,9.0,99565.0,51.0,39.571,1327.0,5.0,1.571,7499.331,3.841,2.9810000000000003,99.95100000000001,0.377,0.11800000000000001,0.83,9272.0,3086135.0,232.451,0.698,9724.0,0.732,0.0041,245.7,samples tested,,,,,,75823.0,,,,,5711.0,46854.0,0.353,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-10-29,48.0,8.0,40.0,11.0,8.0,8.0,99628.0,63.0,43.286,1328.0,1.0,1.429,7504.076999999999,4.745,3.26,100.02600000000001,0.075,0.10800000000000001,0.85,8690.0,3094825.0,233.105,0.655,9847.0,0.742,0.0044,227.5,samples tested,,,,,,66380.0,,,,,5000.0,36323.0,0.27399999999999997,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-10-30,54.0,20.0,44.0,11.0,14.0,6.0,99681.0,53.0,46.714,1328.0,0.0,1.143,7508.069,3.992,3.5189999999999997,100.02600000000001,0.0,0.086,0.85,,,,,11035.0,0.831,0.0042,236.2,samples tested,,,,,,56937.0,,,,,4289.0,25792.0,0.19399999999999998,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-10-31,32.0,8.0,35.0,6.0,2.0,9.0,99698.0,17.0,46.286,1331.0,3.0,1.571,7509.349,1.28,3.486,100.25200000000001,0.226,0.11800000000000001,0.83,,,,,11666.0,0.879,0.004,252.0,samples tested,,,,,,51785.0,,,,,3900.0,25524.0,0.192,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-11-01,42.0,9.0,38.0,8.0,8.0,10.0,99727.0,29.0,42.286,1332.0,1.0,1.714,7511.533,2.184,3.185,100.32799999999999,0.075,0.129,0.82,,3143258.0,236.753,,12298.0,0.9259999999999999,0.0034,290.8,samples tested,,,,,,46633.0,,,,,3512.0,25257.0,0.19,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-11-02,43.0,10.0,39.0,5.0,8.0,8.0,99765.0,38.0,41.571000000000005,1332.0,0.0,1.571,7514.396,2.862,3.1310000000000002,100.32799999999999,0.0,0.11800000000000001,0.82,8346.0,3151604.0,237.382,0.629,12084.0,0.91,0.0034,290.7,samples tested,,,,,,41481.0,,,,,3124.0,24990.0,0.188,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-11-03,48.0,10.0,40.0,10.0,7.0,7.0,99820.0,55.0,43.714,1332.0,0.0,1.429,7518.5380000000005,4.143,3.293,100.32799999999999,0.0,0.10800000000000001,0.82,7871.0,3159475.0,237.975,0.593,11802.0,0.889,0.0037,270.0,samples tested,,,,,,41481.0,,,,,3124.0,24990.0,0.188,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
